time_s_50hz,ecg_50hz,ppg_50hz,r_peak_sample_index,r_peak_time_s,rr_ms,detector_name,quality_flag
23.96,0.2708091032,0.5986369699,,,,,
23.98,1.309186021,0.5957870002,1199,23.984,640,wfdb_xqrs,ok
24,0.9775373111,0.5866948698,,,,,
24.02,0.3031719204,0.5706474181,,,,,
24.04,0.4113512483,0.5425761325,,,,,
24.06,0.3202159237,0.5151976451,,,,,
24.08,0.4099801932,0.4972539746,,,,,
24.1,0.3831000916,0.4882612655,,,,,
24.12,0.4431745179,0.4821178404,,,,,
24.14,0.4713882549,0.4744841044,,,,,
24.16,0.5518026128,0.4670709655,,,,,
24.18,0.6503749693,0.4574804334,,,,,
24.2,0.7287105228,0.4469979939,,,,,
24.22,0.72228733,0.4372314111,,,,,
24.24,0.6333530625,0.4308484708,,,,,
24.26,0.5079204298,0.4237819523,,,,,
24.28,0.4092733229,0.4181989001,,,,,
24.3,0.3725304882,0.4143260141,,,,,
24.32,0.3587942279,0.4133356469,,,,,
24.34,0.3701047008,0.4099610693,,,,,
24.36,0.3817969485,0.4085070862,,,,,
24.38,0.3834827175,0.4085052628,,,,,
24.4,0.3983203145,0.41260144,,,,,
24.42,0.3914982836,0.4171315812,,,,,
24.44,0.3830593565,0.4164270778,,,,,
24.46,0.3903456291,0.4143108162,,,,,
24.48,0.4201492055,0.4229173848,,,,,
24.5,0.3951230218,0.454444794,,,,,
24.52,0.3644301847,0.5088260564,,,,,
24.54,0.4303191117,0.5590703375,,,,,
24.56,0.3670392845,0.5887167642,,,,,
24.58,0.4238633526,0.6062917931,,,,,
24.6,0.3432155522,0.6109577019,,,,,
24.62,1.392306251,0.6054000972,1231,24.624,640,wfdb_xqrs,ok
24.64,0.9159034438,0.5930727975,,,,,
24.66,0.3016675791,0.5746220075,,,,,
24.68,0.409160014,0.5475482493,,,,,
24.7,0.3180335033,0.5181782261,,,,,
24.72,0.4018979102,0.4992085042,,,,,
24.74,0.3775744065,0.4902588744,,,,,
24.76,0.4249657507,0.4871110616,,,,,
24.78,0.4491712425,0.4791186008,,,,,
24.8,0.531347405,0.4702744226,,,,,
24.82,0.6336325218,0.4589165368,,,,,
24.84,0.7017789056,0.4473795123,,,,,
24.86,0.7003634727,0.4363394274,,,,,
24.88,0.6118764453,0.4270948123,,,,,
24.9,0.4781070489,0.4234591488,,,,,
24.92,0.3666910604,0.4207849672,,,,,
24.94,0.3226760316,0.4192468766,,,,,
24.96,0.3267098743,0.4166083594,,,,,
24.98,0.3331131147,0.4104211953,,,,,
25,0.3449648855,0.4045110965,,,,,
25.02,0.3547904018,0.4018972729,,,,,
25.04,0.3536026205,0.4036555814,,,,,
25.06,0.339662557,0.4042184602,,,,,
25.08,0.3262080335,0.4031401829,,,,,
25.1,0.345577005,0.3996888407,,,,,
25.12,0.3632948539,0.4069741016,,,,,
25.14,0.3132176562,0.4282937007,,,,,
25.16,0.3202598785,0.4732188578,,,,,
25.18,0.3140424942,0.5291720818,,,,,
25.2,0.3249877834,0.5722671191,,,,,
25.22,0.2789680819,0.5941041402,,,,,
25.24,0.4331868381,0.5968797302,,,,,
25.26,1.480929477,0.5939571938,1263,25.264,640,wfdb_xqrs,ok
25.28,0.5709757461,0.5885812961,,,,,
25.3,0.2691951497,0.5709295087,,,,,
25.32,0.327864303,0.5364974028,,,,,
25.34,0.3002397861,0.5063225604,,,,,
25.36,0.3509205995,0.4871303467,,,,,
25.38,0.3578481184,0.4769194916,,,,,
25.4,0.4015250808,0.4712682506,,,,,
25.42,0.4646713393,0.4598785364,,,,,
25.44,0.5757566908,0.4476943325,,,,,
25.46,0.6898833657,0.4355573979,,,,,
25.48,0.7574599784,0.4262361579,,,,,
25.5,0.7140399875,0.4192878842,,,,,
25.52,0.5671041068,0.4125270077,,,,,
25.54,0.4110125022,0.4067867259,,,,,
25.56,0.2992144644,0.4058221111,,,,,
25.58,0.2513475522,0.4037630442,,,,,
25.6,0.2653065654,0.3986819445,,,,,
25.62,0.2891591171,0.3964430222,,,,,
25.64,0.3265868344,0.3980756507,,,,,
25.66,0.3558080322,0.4013076229,,,,,
25.68,0.3565234461,0.4031873502,,,,,
25.7,0.3575687343,0.4004102749,,,,,
25.72,0.3487048166,0.3952612426,,,,,
25.74,0.3592231797,0.3896729126,,,,,
25.76,0.3904231573,0.3880544318,,,,,
25.78,0.3423550527,0.4054275228,,,,,
25.8,0.3471550104,0.448040265,,,,,
25.82,0.3469175701,0.5033692593,,,,,
25.84,0.350022476,0.5480156902,,,,,
25.86,0.3082010856,0.5721163643,,,,,
25.88,0.4336886424,0.5825904055,,,,,
25.9,1.473264378,0.5816940327,1295,25.904,640,wfdb_xqrs,ok
25.92,0.633375253,0.5690351968,,,,,
25.94,0.3199013989,0.5488508108,,,,,
25.96,0.3532471907,0.5207060172,,,,,
25.98,0.3546181774,0.4918251582,,,,,
26,0.3922326451,0.4710781334,,,,,
26.02,0.4023819699,0.4600222794,,,,,
26.04,0.4519898308,0.455082705,,,,,
26.06,0.4882509856,0.4496012588,,,,,
26.08,0.582615992,0.4378755355,,,,,
26.1,0.6961205343,0.4262031328,,,,,
26.12,0.7503493253,0.4183685969,,,,,
26.14,0.7230002217,0.4140695146,,,,,
26.16,0.6084885097,0.4105788074,,,,,
26.18,0.4808417285,0.4065484136,,,,,
26.2,0.3927768955,0.4008413341,,,,,
26.22,0.3546164702,0.3949732348,,,,,
26.24,0.3555041101,0.3923453756,,,,,
26.26,0.3745027664,0.3916165814,,,,,
26.28,0.3796717387,0.3937138491,,,,,
26.3,0.3887090085,0.3996536087,,,,,
26.32,0.3918472937,0.400578994,,,,,
26.34,0.3893981444,0.3974992493,,,,,
26.36,0.3780976249,0.394186148,,,,,
26.38,0.3878877616,0.3957946289,,,,,
26.4,0.4108353325,0.4109825507,,,,,
26.42,0.3725387981,0.4531697336,,,,,
26.44,0.3500697265,0.508988919,,,,,
26.46,0.3883320987,0.5606057125,,,,,
26.48,0.3335193837,0.6017213514,,,,,
26.5,0.3710275422,0.6173070563,,,,,
26.52,0.3410037581,0.6218543901,,,,,
26.54,1.453574011,0.6151808791,1327,26.544,640,wfdb_xqrs,ok
26.56,0.8501700191,0.6022466138,,,,,
26.58,0.3054684138,0.5779511609,,,,,
26.6,0.3988230093,0.5458051434,,,,,
26.62,0.3278106703,0.5204356605,,,,,
26.64,0.4121419358,0.5037657536,,,,,
26.66,0.3903480969,0.4979844319,,,,,
26.68,0.4518635062,0.4948990514,,,,,
26.7,0.483093559,0.486899053,,,,,
26.72,0.5618403677,0.4744822025,,,,,
26.74,0.6707949357,0.4615982327,,,,,
26.76,0.7309955237,0.4502660125,,,,,
26.78,0.7170393442,0.4403044419,,,,,
26.8,0.6411616894,0.4284186488,,,,,
26.82,0.522672176,0.4223628077,,,,,
26.84,0.4260819238,0.4212744102,,,,,
26.86,0.3784202005,0.4188100674,,,,,
26.88,0.3785978394,0.4168772905,,,,,
26.9,0.3889651064,0.4160377418,,,,,
26.92,0.395733054,0.4175910117,,,,,
26.94,0.4026350475,0.4194451852,,,,,
26.96,0.4216886587,0.4192880449,,,,,
26.98,0.4294047798,0.4169090595,,,,,
27,0.4176883108,0.4118601024,,,,,
27.02,0.4288447389,0.412120188,,,,,
27.04,0.4620438547,0.4212318031,,,,,
27.06,0.4410559124,0.4504263753,,,,,
27.08,0.3780608639,0.5055700967,,,,,
27.1,0.4315231844,0.5614655917,,,,,
27.12,0.3486038424,0.6014392989,,,,,
27.14,0.4104995496,0.6170524989,,,,,
27.16,0.2754711741,0.6181331533,,,,,
27.18,1.280921373,0.6105198616,,,,,
27.2,0.9943611656,0.5981383121,1360,27.192,648,wfdb_xqrs,ok
27.22,0.2638143598,0.5788884423,,,,,
27.24,0.4025183131,0.5520507978,,,,,
27.26,0.289174696,0.5187085758,,,,,
27.28,0.3840650783,0.4919045029,,,,,
27.3,0.3635558838,0.4829071204,,,,,
27.32,0.4128267494,0.4765807666,,,,,
27.34,0.4313218906,0.4679749719,,,,,
27.36,0.5115356464,0.4584449324,,,,,
27.38,0.6104894452,0.4446600514,,,,,
27.4,0.6831589494,0.4310047608,,,,,
27.42,0.6836916198,0.4188573894,,,,,
27.44,0.6058382594,0.4105737386,,,,,
27.46,0.4728438949,0.4056709178,,,,,
27.48,0.3570964184,0.4011055302,,,,,
27.5,0.3102898498,0.3974187254,,,,,
27.52,0.3147471255,0.3985282696,,,,,
27.54,0.3253096728,0.4008126159,,,,,
27.56,0.3379313643,0.4004059146,,,,,
27.58,0.3527182647,0.3996820336,,,,,
27.6,0.3495035914,0.4009360533,,,,,
27.62,0.3385030281,0.3988110334,,,,,
27.64,0.3237878654,0.3949837346,,,,,
27.66,0.3174731319,0.3898244984,,,,,
27.68,0.3538279016,0.3921710086,,,,,
27.7,0.3258297115,0.4100978937,,,,,
27.72,0.294841276,0.4559835905,,,,,
27.74,0.3455754436,0.508755285,,,,,
27.76,0.2809586241,0.5528727469,,,,,
27.78,0.3571407238,0.5833086675,,,,,
27.8,0.2607696233,0.5931865062,,,,,
27.82,1.317728053,0.593851367,1391,27.824,632,wfdb_xqrs,ok
27.84,0.9757393893,0.5862041755,,,,,
27.86,0.2186033461,0.5667371589,,,,,
27.88,0.3842107648,0.5338374186,,,,,
27.9,0.2785296388,0.5040131802,,,,,
27.92,0.356266357,0.4847796433,,,,,
27.94,0.3371383272,0.4738178953,,,,,
27.96,0.3911196292,0.4676335897,,,,,
27.98,0.420143886,0.4579182004,,,,,
28,0.5110731725,0.4451186775,,,,,
28.02,0.6313048397,0.4323232134,,,,,
28.04,0.7386671859,0.4206497351,,,,,
28.06,0.7423652798,0.4102870474,,,,,
28.08,0.6433045491,0.4045529669,,,,,
28.1,0.4831468134,0.4050521844,,,,,
28.12,0.3619897219,0.4037938043,,,,,
28.14,0.3007492159,0.3990097554,,,,,
28.16,0.3077004768,0.3945198855,,,,,
28.18,0.3334227209,0.3954341591,,,,,
28.2,0.3448573838,0.3977597708,,,,,
28.22,0.366701393,0.3971779945,,,,,
28.24,0.3792260803,0.3949566699,,,,,
28.26,0.3708717305,0.3921880966,,,,,
28.28,0.3531292021,0.3885338263,,,,,
28.3,0.3523069388,0.3831104264,,,,,
28.32,0.3696554526,0.383845412,,,,,
28.34,0.3826075051,0.3946785194,,,,,
28.36,0.3207531017,0.4262702833,,,,,
28.38,0.3872866058,0.4790046911,,,,,
28.4,0.335932277,0.5307115645,,,,,
28.42,0.4140494001,0.5677839136,,,,,
28.44,0.2269786491,0.5841665651,,,,,
28.46,0.8788951785,0.5866868345,,,,,
28.48,1.383738119,0.5742536965,1424,28.472,648,wfdb_xqrs,ok
28.5,0.3765309483,0.5504717384,,,,,
28.52,0.4144594411,0.5159836337,,,,,
28.54,0.3253483562,0.4866668568,,,,,
28.56,0.3909672196,0.4668412226,,,,,
28.58,0.3878824077,0.454555478,,,,,
28.6,0.4225205476,0.4504215359,,,,,
28.62,0.4515555751,0.4415738261,,,,,
28.64,0.5157116148,0.4342796827,,,,,
28.66,0.6163442428,0.4276911421,,,,,
28.68,0.7146175685,0.4201822604,,,,,
28.7,0.7451623794,0.4135608475,,,,,
28.72,0.688832031,0.4097580732,,,,,
28.74,0.5604842518,0.4061895586,,,,,
28.76,0.446117281,0.4019339288,,,,,
28.78,0.3748363367,0.4017783813,,,,,
28.8,0.3564132749,0.4038870424,,,,,
28.82,0.3697447778,0.4054932943,,,,,
28.84,0.381574974,0.4062127259,,,,,
28.86,0.3908151522,0.4079373635,,,,,
28.88,0.4050011951,0.4072783312,,,,,
28.9,0.3885947486,0.4056983457,,,,,
28.92,0.3719366502,0.403497295,,,,,
28.94,0.3558449368,0.4032977144,,,,,
28.96,0.3729781214,0.408708705,,,,,
28.98,0.4109527046,0.4285115475,,,,,
29,0.3666005632,0.4767736516,,,,,
29.02,0.3661848128,0.5399638203,,,,,
29.04,0.3904482207,0.5887595511,,,,,
29.06,0.3452038592,0.6175907879,,,,,
29.08,0.3505662286,0.6327262701,,,,,
29.1,0.4030839222,0.6350158909,,,,,
29.12,1.436889333,0.6270154701,1456,29.12,648,wfdb_xqrs,ok
29.14,0.729252078,0.6079045821,,,,,
29.16,0.3191047408,0.5799463993,,,,,
29.18,0.3853725707,0.5464699795,,,,,
29.2,0.3331624905,0.5194164641,,,,,
29.22,0.4081313935,0.497578365,,,,,
29.24,0.4008924577,0.4818285164,,,,,
29.26,0.4494070822,0.47900958,,,,,
29.28,0.4904730954,0.476148463,,,,,
29.3,0.5740694005,0.467571184,,,,,
29.32,0.6795375449,0.4550335591,,,,,
29.34,0.7502271986,0.4423175438,,,,,
29.36,0.7302716662,0.4317743806,,,,,
29.38,0.6345403249,0.4217291157,,,,,
29.4,0.5141297255,0.4105259661,,,,,
29.42,0.4171053097,0.4050356742,,,,,
29.44,0.3739666609,0.4047847964,,,,,
29.46,0.3760969054,0.4028339343,,,,,
29.48,0.3865802866,0.4010559485,,,,,
29.5,0.4033396846,0.4036025957,,,,,
29.52,0.4073134092,0.4046200951,,,,,
29.54,0.4181102445,0.4055553861,,,,,
29.56,0.425448863,0.4065086659,,,,,
29.58,0.4244697562,0.4026399982,,,,,
29.6,0.4422855014,0.3977394467,,,,,
29.62,0.4600817729,0.4040205597,,,,,
29.64,0.4424697266,0.4284104628,,,,,
29.66,0.3806517473,0.4775149636,,,,,
29.68,0.4302699041,0.5335873977,,,,,
29.7,0.3442984899,0.573813439,,,,,
29.72,0.4207298611,0.592895991,,,,,
29.74,0.2749037394,0.5962373268,,,,,
29.76,1.343023767,0.5945716221,1488,29.768,648,wfdb_xqrs,ok
29.78,1.006606345,0.5851539935,,,,,
29.8,0.2493757266,0.567310768,,,,,
29.82,0.4100219789,0.536912443,,,,,
29.84,0.2995889036,0.5086317699,,,,,
29.86,0.3885165577,0.4899596859,,,,,
29.88,0.3639151627,0.4772967378,,,,,
29.9,0.4208258452,0.4717917824,,,,,
29.92,0.4429153902,0.4652449195,,,,,
29.94,0.5256834369,0.4567417838,,,,,
29.96,0.6324887741,0.4455204681,,,,,
29.98,0.7050475153,0.4319162031,,,,,
30,0.7022876365,0.4175103483,,,,,
30.02,0.6219479297,0.4069055775,,,,,
30.04,0.4876551855,0.4024085514,,,,,
30.06,0.3750442861,0.3991232618,,,,,
30.08,0.3251527258,0.3977506971,,,,,
30.1,0.3283374067,0.3982054964,,,,,
30.12,0.3421534519,0.3992289678,,,,,
30.14,0.3548606296,0.4000390578,,,,,
30.16,0.3704532521,0.396654525,,,,,
30.18,0.3633752856,0.3962417136,,,,,
30.2,0.3522401712,0.3986490284,,,,,
30.22,0.3466745255,0.3982526017,,,,,
30.24,0.3422723453,0.3946084418,,,,,
30.26,0.3688235624,0.3957539382,,,,,
30.28,0.3662969878,0.4065012757,,,,,
30.3,0.3153020436,0.441094011,,,,,
30.32,0.3715468613,0.4996373045,,,,,
30.34,0.2905630914,0.5452257015,,,,,
30.36,0.3829108341,0.5756362409,,,,,
30.38,0.2315850159,0.5854210733,,,,,
30.4,1.343576951,0.5826963531,1520,30.408,640,wfdb_xqrs,ok
30.42,1.045353157,0.5744968309,,,,,
30.44,0.2052440675,0.5580399181,,,,,
30.46,0.3930960011,0.5284579874,,,,,
30.48,0.2861852429,0.4963404601,,,,,
30.5,0.374534962,0.4717560615,,,,,
30.52,0.3531370361,0.4588639093,,,,,
30.54,0.4161270499,0.4561705324,,,,,
30.56,0.439016542,0.4516192096,,,,,
30.58,0.5402571237,0.4403817463,,,,,
30.6,0.6595340993,0.4281083526,,,,,
30.62,0.7438561041,0.416848148,,,,,
30.64,0.7398131634,0.4077504257,,,,,
30.66,0.6322653187,0.4002261783,,,,,
30.68,0.4624567693,0.3936390874,,,,,
30.7,0.3449445858,0.3919450574,,,,,
30.72,0.2936730111,0.3929461205,,,,,
30.74,0.3039347099,0.3941429932,,,,,
30.76,0.3422475654,0.3933832586,,,,,
30.78,0.3549111621,0.3918796612,,,,,
30.8,0.3783445062,0.3919400886,,,,,
30.82,0.3880988169,0.3922811353,,,,,
30.84,0.3859656607,0.3929878228,,,,,
30.86,0.3729884623,0.3884936052,,,,,
30.88,0.3603936015,0.3818764809,,,,,
30.9,0.3794488556,0.3799183262,,,,,
30.92,0.414492473,0.3888037776,,,,,
30.94,0.3520396351,0.4148116699,,,,,
30.96,0.3809572205,0.4641702547,,,,,
30.98,0.3492657945,0.5179408682,,,,,
31,0.3973894406,0.5570250293,,,,,
31.02,0.2707244441,0.574279282,,,,,
31.04,0.6995736622,0.5759290693,,,,,
31.06,1.490451721,0.569613559,1553,31.056,648,wfdb_xqrs,ok
31.08,0.4880076969,0.5541800653,,,,,
31.1,0.3878715224,0.5227999436,,,,,
31.12,0.3468252478,0.4908480659,,,,,
31.14,0.3866454584,0.4655584855,,,,,
31.16,0.3943722147,0.4505765969,,,,,
31.18,0.4221046098,0.447332759,,,,,
31.2,0.4638765107,0.4392373122,,,,,
31.22,0.5080180391,0.426393503,,,,,
31.24,0.6008157399,0.4153977271,,,,,
31.26,0.7059169297,0.4068900882,,,,,
31.28,0.7452087986,0.4023920408,,,,,
31.3,0.7117755526,0.3970605761,,,,,
31.32,0.6021600226,0.3937228592,,,,,
31.34,0.4683845862,0.3937187464,,,,,
31.36,0.3817081091,0.3940019211,,,,,
31.38,0.3533078625,0.3938205093,,,,,
31.4,0.3623937517,0.3939598094,,,,,
31.42,0.3796732051,0.393784092,,,,,
31.44,0.3813420877,0.3964328937,,,,,
31.46,0.3894483312,0.3993322937,,,,,
31.48,0.3918076761,0.3988185782,,,,,
31.5,0.3759219341,0.3931179003,,,,,
31.52,0.3695545149,0.3879778661,,,,,
31.54,0.3823431858,0.391033618,,,,,
31.56,0.409526932,0.4066999958,,,,,
31.58,0.4053242716,0.4525178179,,,,,
31.6,0.3417961125,0.523586216,,,,,
31.62,0.4147313099,0.5862163871,,,,,
31.64,0.3310338095,0.6226812966,,,,,
31.66,0.418888225,0.6399512741,,,,,
31.68,0.2242796017,0.6431498151,,,,,
31.7,1.176567495,0.6364892913,,,,,
31.72,1.125313085,0.6206434396,1586,31.712,656,wfdb_xqrs,ok
31.74,0.2986059216,0.6001055345,,,,,
31.76,0.4392192412,0.5664700995,,,,,
31.78,0.3210128659,0.5305691525,,,,,
31.8,0.4253974373,0.5063099186,,,,,
31.82,0.40035569,0.4972806599,,,,,
31.84,0.4515469501,0.4938556003,,,,,
31.86,0.4810837047,0.4860550207,,,,,
31.88,0.545807881,0.4704604701,,,,,
31.9,0.6499863275,0.468432123,,,,,
31.92,0.7247817054,0.4488752536,,,,,
31.94,0.7558154671,0.4512655543,,,,,
31.96,0.6597037701,0.4118934073,,,,,
31.98,0.5869434185,0.4478457883,,,,,
